"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-12","4.70",",,X","0.00",",,0,2400","0.0",",,0","11.0",",,0,","30",",,W","37",",,0","23",",,0",,,"0.0",",I,0","12.1",",,X","13.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-13","8.50",",,X","0.00",",,0,2400","0.0",",,0","10.0",",,0,","34",",,W","36",",,0","32",",,0",,,"0.0",",I,0","17.9",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-14","8.95",",,X","0.15",",,0,2400","0.0","T,,0","8.0",",,0,","34",",,W","36",",,0","32",",,0",,,"0.0",",I,0","17.0",",,X","21.9",",,X","    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,0","    1",",,X","    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-15","12.30",",,X","0.05",",,0,2400","0.0","T,,0","6.0",",,0,","33",",,W","35",",,0","31",",,0",,,"0.0",",I,0","21.0",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,0",,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-16","9.62",",,X","0.00","T,,0,2400","0.0","T,,0","6.0",",,0,","29",",,W","31",",,0","26",",,0","    0",",,W","0.0",",I,0","17.9",",,X","21.9",",,X","    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X",,,"    1",",,X","    1",",,0",,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-17","6.93",",,X","0.00",",,0,2400","0.0",",,0","6.0",",,0,","23",",,W","26",",,0","19",",,0",,,"0.0",",I,0","12.1",",,X","14.1",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-18","8.72",",,X","0.00",",,0,2400","0.0",",,0","6.0",",,0,","25",",,W","31",",,0","19",",,0",,,"0.0",",I,0","17.0",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-19","12.75",",,X","0.00","T,,0,2400","0.0","T,,0","5.0",",,0,","22",",,W","27",",,0","17",",,0",,,"0.0",",I,0","25.1",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-20","8.72",",,X","0.00","T,,0,2400","0.0","T,,0","5.0",",,0,","18",",,W","24",",,0","11",",,0",,,"0.0",",I,0","14.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-21","6.04",",,X","0.00",",,0,2400","0.0",",,0","5.0",",,0,","17",",,W","25",",,0","9",",,0",,,"0.0",",I,0","10.1",",,X","14.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-22","5.82",",,X","0.00",",,0,2400","0.0",",,0","5.0",",,0,","18",",,W","29",",,0","6",",,0",,,"0.0",",I,0","12.1",",,X","15.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-23","8.05",",,X","0.00",",,0,2400","0.0",",,0","5.0",",,0,","28",",,W","35",",,0","21",",,0",,,"0.0",",I,0","14.1",",,X","17.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-24","12.75",",,X","0.00","T,,0,2400","0.0","T,,0","5.0",",,0,","22",",,W","28",",,0","16",",,0",,,"0.0",",I,0","21.0",",,X","23.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-25","8.50",",,X","0.00",",,0,2400","0.0",",,0","5.0",",,0,","19",",,W","25",",,0","13",",,0",,,"0.0",",I,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-26","12.97",",,X","0.06",",,0,2400","1.0",",,0","5.0",",,0,","26",",,W","31",",,0","21",",,0",,,"0.0",",I,0","28.0",",,X","32.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-27","12.30",",,X","0.00",",,0,2400","0.0",",,0","5.0",",,0,","21",",,W","26",",,0","15",",,0",,,"0.0",",I,0","21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-28","6.04",",,X","0.03",",,0,2400","0.1",",,0","5.0",",,0,","22",",,W","29",",,0","14",",,0",,,"0.0",",I,0","13.0",",,X","16.1",",,X","    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X",,,"    1",",,X","    1",",,0","    1",",,X","    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-29","12.30",",,X","0.62",",,0,2400","0.0",",,0","5.0",",,0,","34",",,W","42",",,0","29",",,0",,,"0.0",",,0","25.1",",,X","32.0",",,X","    1",",,0",,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,"    1",",,X",,,"    1",",,X","    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-30","7.61",",,X","0.21",",,0,2400","0.4",",,0","2.0",",,0,","36",",,W","40",",,0","32",",,0",,,"0.0",",,0","16.1",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-01-31","9.84",",,X","0.00",",,0,2400","0.0",",,0","2.0",",,0,","31",",,W","35",",,0","27",",,0",,,"0.0",",,0","17.0",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-01","10.29",",,X","0.00","T,,0,2400","0.0","T,,0","2.0",",,0,","18",",,W","32",",,0","4",",,0",,,"0.0",",,0","19.9",",,X","23.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-02","11.41",",,X","0.00",",,0,2400","0.0",",,0","1.0",",,0,","0",",,W","12",",,0","-2",",,0",,,"0.0",",,0","19.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-03","9.17",",,X","0.01",",,0,2400","0.3",",,0","1.0",",,0,","20",",,W","30",",,0","10",",,0",,,"0.0",",,0","17.0",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-04","5.82",",,X","0.03",",,0,2400","0.1",",,0","2.0",",,0,","30",",,W","34",",,0","26",",,0",,,"0.0",",,0","13.0",",,X","16.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-05","10.07",",,X","0.01",",,0,2400","0.2",",,0","1.0",",,0,","29",",,W","32",",,0","26",",,0",,,"0.0",",,0","16.1",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-06","6.49",",,X","0.00","T,,0,2400","0.0","T,,0","1.0",",,0,","28",",,W","36",",,0","20",",,0",,,"0.0",",,0","14.1",",,X","16.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-07","7.38",",,X","0.05",",,0,2400","0.0","T,,0","0.0","T,,0,","26",",,W","35",",,0","17",",,0",,,"0.0",",,0","21.9",",,X","30.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-08","7.16",",,X","0.58",",,0,2400","0.0",",,0","0.0",",,0,","44",",,W","53",",,0","34",",,0",,,"0.0",",,0","25.1",",,X","32.0",",,X","    1",",,0","    1",",,X","    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-09","15.43",",,X","0.52",",,0,2400","1.1",",,0","0.0",",,0,","37",",,W","54",",,0","20",",,0",,,"0.0",",,0","29.1",",,X","36.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-10","9.40",",,X","0.00",",,0,2400","0.0",",,0","1.0",",,0,","16",",,W","20",",,0","12",",,0",,,"0.0",",,0","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-11","9.17",",,X","0.00",",,0,2400","0.0",",,0","1.0",",,0,","19",",,W","27",",,0","10",",,0",,,"0.0",",,0","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-12","7.83",",,X","0.00",",,0,2400","0.0",",,0","1.0",",,0,","29",",,W","38",",,0","20",",,0",,,"0.0",",,0","16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-13","5.37",",,X","0.01",",,0,2400","0.0",",,0","0.0",",,0,","35",",,W","38",",,0","31",",,0",,,"0.0",",,0","10.1",",,X","13.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-14","8.95",",,X","0.22",",,0,2400","0.1",",,0","0.0","T,,0,","33",",,W","37",",,0","28",",,0",,,"0.0",",,0","17.9",",,X","28.0",",,X","    1",",,0","    1",",,X",,,"    1",",,0",,,"    1",",,0",,,,,,,,,"    1",",,X","    1",",,X","    1",",,X","    1",",,0",,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-15","6.71",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","29",",,W","32",",,0","26",",,0",,,"0.0",",,0","13.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-16","12.30",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","23",",,W","31",",,0","14",",,0",,,"0.0",",,0","25.1",",,X","29.1",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-17","13.20",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","13",",,W","19",",,0","6",",,0",,,"0.0",",,0","25.1",",,X","33.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-18","10.96",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","18",",,W","28",",,0","7",",,0",,,"0.0",",,0","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-19","13.42",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","35",",,W","42",",,0","28",",,0",,,"0.0",",,0","21.0",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-20","11.63",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","27",",,W","36",",,0","18",",,0",,,"0.0",",,0","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-21","9.17",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","15",",,W","21",",,0","9",",,0",,,"0.0",",,0","17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-22","11.18",",,X","0.03",",,0,2400","0.4",",,0","0.0","T,,0,","23",",,W","27",",,0","19",",,0",,,"0.0",",,0","21.9",",,X","30.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-23","10.74",",,X","0.00","T,,0,2400","0.0","T,,0","0.0",",,0,","24",",,W","30",",,0","18",",,0",,,"0.0",",,0","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-24","15.88",",,X","1.11",",,0,2400","0.0",",,0","0.0",",,0,","43",",,W","56",",,0","30",",,0",,,"0.0",",,0","25.1",",,X","32.0",",,X","    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X",,,,,"    1",",,0","    1",",,X",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-25","21.70",",,X","0.00","T,,0,2400","0.0",",,0","0.0",",,0,","42",",,W","55",",,0","28",",,0",,,"0.0",",,0","38.0",",,X","49.0",",,W","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-26","9.62",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","31",",,W","40",",,0","22",",,0",,,"0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-27","11.41",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","23",",,W","29",",,0","17",",,0","    0",",,W","0.0",",,0","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-02-28","10.51",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","20",",,W","28",",,0","11",",,0",,,"0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-03-01","10.29",",,X","0.00","T,,0,2400","0.0","T,,0","0.0",",,0,","31",",,W","42",",,0","20",",,0",,,"0.0",",,0","19.9",",,X","25.1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X","    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-03-02","11.18",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","35",",,W","42",",,0","28",",,0",,,"0.0",",,0","21.0",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-03-03","3.80",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","36",",,W","49",",,0","22",",,0",,,"0.0",",,0","12.1",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-03-04","13.87",",,X","0.00","T,,0,2400","0.0","T,,0","0.0",",,0,","30",",,W","35",",,0","24",",,0",,,"0.0",",,0","25.1",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-03-05","17.90",",,X","0.00","T,,0,2400","0.0","T,,0","0.0","T,,0,","23",",,W","28",",,0","18",",,0",,,"0.0",",,0","28.0",",,X","34.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-03-06","11.41",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","28",",,W","34",",,0","21",",,0",,,"0.0",",,0","23.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2001-03-07","11.63",",,X","0.00",",,0,2400","0.0",",,0","0.0",",,0,","33",",,W","44",",,0","22",",,0",,,"0.0",",,0","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
