commit,author,date
89,ihaka,Sep-97
90,ihaka,Sep-97
91,ihaka,Sep-97
92,ihaka,Sep-97
93,ihaka,Sep-97
94,ihaka,Sep-97
95,ihaka,Sep-97
96,ihaka,Sep-97
97,ihaka,Sep-97
98,thomas,Sep-97
99,hornik,Sep-97
100,hornik,Sep-97
101,hornik,Sep-97
102,ihaka,Sep-97
103,ihaka,Sep-97
104,ihaka,Sep-97
105,ihaka,Sep-97
106,thomas,Sep-97
107,ihaka,Sep-97
108,ihaka,Oct-97
109,rgentlem,Oct-97
110,leisch,Oct-97
111,leisch,Oct-97
112,ihaka,Oct-97
113,ihaka,Oct-97
114,ihaka,Oct-97
115,ihaka,Oct-97
116,ihaka,Oct-97
117,ihaka,Oct-97
118,ihaka,Oct-97
119,maechler,Oct-97
120,ihaka,Oct-97
121,ihaka,Oct-97
122,ihaka,Oct-97
123,ihaka,Oct-97
124,ihaka,Oct-97
125,maechler,Oct-97
126,maechler,Oct-97
127,maechler,Oct-97
128,maechler,Oct-97
129,maechler,Oct-97
130,hornik,Oct-97
131,maechler,Oct-97
132,maechler,Oct-97
133,maechler,Oct-97
134,maechler,Oct-97
135,maechler,Oct-97
136,ihaka,Oct-97
137,maechler,Oct-97
138,thomas,Oct-97
139,maechler,Oct-97
140,maechler,Oct-97
141,maechler,Oct-97
142,maechler,Oct-97
143,leisch,Oct-97
144,leisch,Oct-97
145,maechler,Oct-97
146,maechler,Oct-97
147,hornik,Oct-97
148,hornik,Oct-97
149,hornik,Oct-97
150,leisch,Oct-97
151,leisch,Oct-97
152,leisch,Oct-97
153,maechler,Oct-97
154,maechler,Oct-97
155,maechler,Oct-97
156,maechler,Oct-97
157,maechler,Oct-97
158,maechler,Oct-97
159,maechler,Oct-97
160,maechler,Oct-97
161,maechler,Oct-97
162,maechler,Oct-97
163,leisch,Oct-97
164,ihaka,Oct-97
165,ihaka,Oct-97
166,leisch,Oct-97
167,leisch,Oct-97
168,maechler,Oct-97
169,maechler,Oct-97
170,maechler,Oct-97
171,maechler,Oct-97
172,maechler,Oct-97
173,maechler,Oct-97
174,maechler,Oct-97
175,ihaka,Oct-97
176,hornik,Oct-97
177,hornik,Oct-97
178,hornik,Oct-97
179,hornik,Oct-97
180,leisch,Oct-97
181,pd,Oct-97
182,thomas,Oct-97
183,ihaka,Oct-97
184,leisch,Oct-97
185,leisch,Oct-97
186,hornik,Oct-97
187,leisch,Oct-97
188,ihaka,Oct-97
189,ihaka,Oct-97
190,leisch,Oct-97
191,leisch,Oct-97
192,ihaka,Oct-97
193,ihaka,Oct-97
194,maechler,Oct-97
195,maechler,Oct-97
196,maechler,Oct-97
197,maechler,Oct-97
198,maechler,Oct-97
199,maechler,Oct-97
200,pd,Oct-97
201,pd,Oct-97
202,pd,Oct-97
203,maechler,Oct-97
204,maechler,Oct-97
205,maechler,Oct-97
206,maechler,Oct-97
207,maechler,Oct-97
208,maechler,Oct-97
209,maechler,Oct-97
210,maechler,Oct-97
211,maechler,Oct-97
212,maechler,Oct-97
213,thomas,Oct-97
214,rgentlem,Nov-97
215,maechler,Nov-97
216,maechler,Nov-97
217,maechler,Nov-97
218,maechler,Nov-97
219,maechler,Nov-97
220,maechler,Nov-97
221,maechler,Nov-97
222,maechler,Nov-97
223,maechler,Nov-97
224,maechler,Nov-97
225,maechler,Nov-97
226,maechler,Nov-97
227,maechler,Nov-97
228,maechler,Nov-97
229,maechler,Nov-97
230,maechler,Nov-97
231,leisch,Nov-97
232,leisch,Nov-97
233,leisch,Nov-97
234,leisch,Nov-97
235,ihaka,Nov-97
236,ihaka,Nov-97
237,ihaka,Nov-97
238,ihaka,Nov-97
239,ihaka,Nov-97
240,ihaka,Nov-97
241,ihaka,Nov-97
242,ihaka,Nov-97
243,maechler,Nov-97
244,maechler,Nov-97
245,maechler,Nov-97
246,maechler,Nov-97
247,maechler,Nov-97
248,maechler,Nov-97
249,maechler,Nov-97
250,maechler,Nov-97
251,maechler,Nov-97
252,maechler,Nov-97
253,leisch,Nov-97
254,paul,Nov-97
255,paul,Nov-97
256,paul,Nov-97
257,paul,Nov-97
258,paul,Nov-97
259,leisch,Nov-97
260,ihaka,Nov-97
261,leisch,Nov-97
262,maechler,Nov-97
263,maechler,Nov-97
264,maechler,Nov-97
265,maechler,Nov-97
266,maechler,Nov-97
267,maechler,Nov-97
268,maechler,Nov-97
269,maechler,Nov-97
270,maechler,Nov-97
271,maechler,Nov-97
272,maechler,Nov-97
273,maechler,Nov-97
274,maechler,Nov-97
275,maechler,Nov-97
276,maechler,Nov-97
277,maechler,Nov-97
278,maechler,Nov-97
279,maechler,Nov-97
280,maechler,Nov-97
281,maechler,Nov-97
282,ihaka,Nov-97
283,ihaka,Nov-97
284,ihaka,Nov-97
285,ihaka,Nov-97
286,maechler,Nov-97
287,maechler,Nov-97
288,maechler,Nov-97
289,maechler,Nov-97
290,ihaka,Nov-97
291,ihaka,Nov-97
292,ihaka,Nov-97
293,ihaka,Nov-97
294,ihaka,Nov-97
295,ihaka,Nov-97
296,ihaka,Nov-97
297,ihaka,Nov-97
298,ihaka,Nov-97
299,ihaka,Nov-97
300,ihaka,Nov-97
301,maechler,Nov-97
302,maechler,Nov-97
303,maechler,Nov-97
304,maechler,Nov-97
305,maechler,Nov-97
306,maechler,Nov-97
307,maechler,Nov-97
308,maechler,Nov-97
309,maechler,Nov-97
310,maechler,Nov-97
311,maechler,Nov-97
312,maechler,Nov-97
313,maechler,Nov-97
314,maechler,Nov-97
315,maechler,Nov-97
316,maechler,Nov-97
317,maechler,Nov-97
318,maechler,Nov-97
319,leisch,Nov-97
320,leisch,Nov-97
321,leisch,Nov-97
322,leisch,Nov-97
323,leisch,Nov-97
324,ihaka,Dec-97
325,ihaka,Dec-97
326,ihaka,Dec-97
327,maechler,Dec-97
328,maechler,Dec-97
329,maechler,Dec-97
330,maechler,Dec-97
331,maechler,Dec-97
332,maechler,Dec-97
333,maechler,Dec-97
334,maechler,Dec-97
335,maechler,Dec-97
336,maechler,Dec-97
337,maechler,Dec-97
338,ihaka,Dec-97
339,ihaka,Dec-97
340,maechler,Dec-97
341,maechler,Dec-97
342,maechler,Dec-97
343,leisch,Dec-97
344,maechler,Dec-97
345,maechler,Dec-97
346,maechler,Dec-97
347,maechler,Dec-97
348,maechler,Dec-97
349,maechler,Dec-97
350,maechler,Dec-97
351,maechler,Dec-97
352,maechler,Dec-97
353,maechler,Dec-97
354,maechler,Dec-97
355,maechler,Dec-97
356,maechler,Dec-97
357,maechler,Dec-97
358,maechler,Dec-97
359,maechler,Dec-97
360,maechler,Dec-97
361,maechler,Dec-97
362,maechler,Dec-97
363,maechler,Dec-97
364,maechler,Dec-97
365,rgentlem,Dec-97
366,rgentlem,Dec-97
367,rgentlem,Dec-97
368,rgentlem,Dec-97
369,rgentlem,Dec-97
370,ihaka,Dec-97
371,(no author),Dec-97
372,(no author),Dec-97
373,maechler,Dec-97
374,(no author),Dec-97
375,maechler,Dec-97
376,maechler,Dec-97
377,maechler,Dec-97
378,maechler,Dec-97
379,maechler,Dec-97
380,(no author),Dec-97
381,rgentlem,Dec-97
382,maechler,Dec-97
383,maechler,Dec-97
384,maechler,Dec-97
385,maechler,Dec-97
386,maechler,Dec-97
387,ihaka,Dec-97
388,ihaka,Dec-97
389,ihaka,Dec-97
390,ihaka,Dec-97
391,ihaka,Dec-97
392,ihaka,Dec-97
393,ihaka,Dec-97
394,ihaka,Dec-97
395,pd,Dec-97
396,ihaka,Dec-97
397,ihaka,Dec-97
398,ihaka,Dec-97
399,ihaka,Dec-97
400,ihaka,Dec-97
401,maechler,Dec-97
402,maechler,Dec-97
403,maechler,Dec-97
404,maechler,Dec-97
405,maechler,Dec-97
406,pd,Dec-97
407,hornik,Dec-97
408,hornik,Dec-97
409,hornik,Dec-97
410,leisch,Dec-97
411,ihaka,Dec-97
412,maechler,Dec-97
413,maechler,Dec-97
414,maechler,Dec-97
415,maechler,Dec-97
416,maechler,Dec-97
417,maechler,Dec-97
418,maechler,Dec-97
419,maechler,Dec-97
420,maechler,Dec-97
421,maechler,Dec-97
422,hornik,Dec-97
423,hornik,Dec-97
424,leisch,Dec-97
425,ihaka,Dec-97
426,thomas,Dec-97
427,thomas,Dec-97
428,ihaka,Dec-97
429,ihaka,Dec-97
430,ihaka,Dec-97
431,ihaka,Dec-97
432,ihaka,Dec-97
433,maechler,Dec-97
434,maechler,Dec-97
435,maechler,Dec-97
436,maechler,Dec-97
437,maechler,Dec-97
438,maechler,Dec-97
439,maechler,Dec-97
440,maechler,Dec-97
441,ihaka,Dec-97
442,ihaka,Dec-97
443,ihaka,Dec-97
444,ihaka,Dec-97
445,maechler,Dec-97
446,maechler,Dec-97
447,maechler,Dec-97
448,maechler,Dec-97
449,maechler,Dec-97
450,maechler,Dec-97
451,maechler,Dec-97
452,maechler,Dec-97
453,maechler,Dec-97
454,maechler,Dec-97
455,maechler,Dec-97
456,maechler,Dec-97
457,maechler,Dec-97
458,maechler,Dec-97
459,maechler,Dec-97
460,maechler,Dec-97
461,ihaka,Dec-97
462,maechler,Dec-97
463,maechler,Dec-97
464,maechler,Dec-97
465,maechler,Dec-97
466,maechler,Dec-97
467,maechler,Dec-97
468,maechler,Dec-97
469,maechler,Dec-97
470,pd,Dec-97
471,maechler,Dec-97
472,maechler,Dec-97
473,maechler,Dec-97
474,maechler,Dec-97
475,maechler,Dec-97
476,pd,Dec-97
477,(no author),Dec-97
478,(no author),Dec-97
479,pd,Dec-97
480,pd,Dec-97
481,maechler,Dec-97
482,maechler,Dec-97
483,maechler,Dec-97
484,maechler,Dec-97
485,maechler,Dec-97
486,maechler,Dec-97
487,maechler,Dec-97
488,maechler,Dec-97
489,maechler,Dec-97
490,thomas,Dec-97
491,pd,Jan-98
492,pd,Jan-98
493,thomas,Jan-98
494,thomas,Jan-98
495,thomas,Jan-98
496,thomas,Jan-98
497,thomas,Jan-98
498,thomas,Jan-98
499,thomas,Jan-98
500,thomas,Jan-98
501,thomas,Jan-98
502,pd,Jan-98
503,pd,Jan-98
504,pd,Jan-98
505,pd,Jan-98
506,pd,Jan-98
507,pd,Jan-98
508,pd,Jan-98
509,maechler,Jan-98
510,maechler,Jan-98
511,maechler,Jan-98
512,maechler,Jan-98
513,maechler,Jan-98
514,maechler,Jan-98
515,maechler,Jan-98
516,maechler,Jan-98
517,maechler,Jan-98
518,leisch,Jan-98
519,leisch,Jan-98
520,thomas,Jan-98
521,maechler,Jan-98
522,maechler,Jan-98
523,maechler,Jan-98
524,maechler,Jan-98
525,maechler,Jan-98
526,maechler,Jan-98
527,rgentlem,Jan-98
528,rgentlem,Jan-98
529,rgentlem,Jan-98
530,rgentlem,Jan-98
531,ihaka,Jan-98
532,rgentlem,Jan-98
533,rgentlem,Jan-98
534,hornik,Jan-98
535,maechler,Jan-98
536,maechler,Jan-98
537,maechler,Jan-98
538,leisch,Jan-98
539,ihaka,Jan-98
540,ihaka,Jan-98
541,pd,Jan-98
542,(no author),Jan-98
543,pd,Jan-98
544,pd,Jan-98
545,hornik,Jan-98
546,hornik,Jan-98
547,hornik,Jan-98
548,hornik,Jan-98
549,hornik,Jan-98
550,hornik,Jan-98
551,hornik,Jan-98
552,hornik,Jan-98
553,hornik,Jan-98
554,hornik,Jan-98
555,hornik,Jan-98
556,hornik,Jan-98
557,hornik,Jan-98
558,hornik,Jan-98
559,rgentlem,Jan-98
560,rgentlem,Jan-98
561,rgentlem,Jan-98
562,ihaka,Jan-98
563,ihaka,Jan-98
564,maechler,Jan-98
565,maechler,Jan-98
566,maechler,Jan-98
567,maechler,Jan-98
568,maechler,Jan-98
569,maechler,Jan-98
570,maechler,Jan-98
571,ihaka,Jan-98
572,ihaka,Jan-98
573,ihaka,Jan-98
574,ihaka,Jan-98
575,ihaka,Jan-98
576,leisch,Jan-98
577,leisch,Jan-98
578,leisch,Jan-98
579,leisch,Jan-98
580,ihaka,Jan-98
581,paul,Jan-98
582,paul,Jan-98
583,paul,Jan-98
584,leisch,Jan-98
585,pd,Jan-98
586,pd,Jan-98
587,maechler,Jan-98
588,maechler,Jan-98
589,maechler,Jan-98
590,maechler,Jan-98
591,maechler,Jan-98
592,maechler,Jan-98
593,maechler,Jan-98
594,maechler,Jan-98
595,maechler,Jan-98
596,maechler,Jan-98
597,maechler,Jan-98
598,paul,Jan-98
599,paul,Jan-98
600,ihaka,Jan-98
601,ihaka,Jan-98
602,ihaka,Jan-98
603,ihaka,Jan-98
604,paul,Jan-98
605,ihaka,Jan-98
606,paul,Jan-98
607,leisch,Jan-98
608,hornik,Jan-98
609,ihaka,Jan-98
610,ihaka,Jan-98
611,ihaka,Jan-98
612,rgentlem,Jan-98
613,rgentlem,Jan-98
614,leisch,Jan-98
615,maechler,Jan-98
616,maechler,Jan-98
617,maechler,Jan-98
618,maechler,Jan-98
619,maechler,Jan-98
620,maechler,Jan-98
621,maechler,Jan-98
622,maechler,Jan-98
623,ihaka,Jan-98
624,ihaka,Jan-98
625,ihaka,Jan-98
626,ihaka,Jan-98
627,maechler,Jan-98
628,maechler,Jan-98
629,maechler,Jan-98
630,maechler,Jan-98
631,maechler,Jan-98
632,maechler,Jan-98
633,maechler,Jan-98
634,maechler,Jan-98
635,maechler,Jan-98
636,maechler,Jan-98
637,maechler,Jan-98
638,maechler,Jan-98
639,maechler,Jan-98
640,maechler,Jan-98
641,maechler,Jan-98
642,maechler,Jan-98
643,ihaka,Jan-98
644,ihaka,Jan-98
645,ihaka,Jan-98
646,ihaka,Jan-98
647,ihaka,Jan-98
648,ihaka,Jan-98
649,ihaka,Jan-98
650,ihaka,Jan-98
651,rgentlem,Jan-98
652,rgentlem,Jan-98
653,rgentlem,Jan-98
654,rgentlem,Jan-98
655,rgentlem,Jan-98
656,rgentlem,Jan-98
657,leisch,Jan-98
658,ihaka,Jan-98
659,leisch,Feb-98
660,leisch,Feb-98
661,leisch,Feb-98
662,leisch,Feb-98
663,leisch,Feb-98
664,ihaka,Feb-98
665,ihaka,Feb-98
666,leisch,Feb-98
667,leisch,Feb-98
668,ihaka,Feb-98
669,paul,Feb-98
670,paul,Feb-98
671,paul,Feb-98
672,rgentlem,Feb-98
673,paul,Feb-98
674,rgentlem,Feb-98
675,rgentlem,Feb-98
676,ihaka,Feb-98
677,leisch,Feb-98
678,leisch,Feb-98
679,leisch,Feb-98
680,leisch,Feb-98
681,leisch,Feb-98
682,paul,Feb-98
683,paul,Feb-98
684,paul,Feb-98
685,leisch,Feb-98
686,maechler,Feb-98
687,maechler,Feb-98
688,maechler,Feb-98
689,maechler,Feb-98
690,maechler,Feb-98
691,maechler,Feb-98
692,maechler,Feb-98
693,maechler,Feb-98
694,maechler,Feb-98
695,maechler,Feb-98
696,maechler,Feb-98
697,maechler,Feb-98
698,maechler,Feb-98
699,maechler,Feb-98
700,hornik,Feb-98
701,hornik,Feb-98
702,leisch,Feb-98
703,rgentlem,Feb-98
704,rgentlem,Feb-98
705,paul,Feb-98
706,paul,Feb-98
707,paul,Feb-98
708,rgentlem,Feb-98
709,pd,Feb-98
710,pd,Feb-98
711,pd,Feb-98
712,rgentlem,Feb-98
713,hornik,Feb-98
714,hornik,Feb-98
715,hornik,Feb-98
716,hornik,Feb-98
717,hornik,Feb-98
718,hornik,Feb-98
719,hornik,Feb-98
720,hornik,Feb-98
721,hornik,Feb-98
722,hornik,Feb-98
723,hornik,Feb-98
724,hornik,Feb-98
725,hornik,Feb-98
726,hornik,Feb-98
727,hornik,Feb-98
728,hornik,Feb-98
729,hornik,Feb-98
730,hornik,Feb-98
731,hornik,Feb-98
732,hornik,Feb-98
733,hornik,Feb-98
734,ihaka,Feb-98
735,ihaka,Feb-98
736,hornik,Feb-98
737,hornik,Feb-98
738,hornik,Feb-98
739,hornik,Feb-98
740,hornik,Feb-98
741,hornik,Feb-98
742,hornik,Feb-98
743,ihaka,Feb-98
744,ihaka,Feb-98
745,ihaka,Feb-98
746,ihaka,Feb-98
747,ihaka,Feb-98
748,bates,Feb-98
749,bates,Feb-98
750,pd,Feb-98
751,pd,Feb-98
752,pd,Feb-98
753,pd,Feb-98
754,pd,Feb-98
755,pd,Feb-98
756,pd,Feb-98
757,leisch,Feb-98
758,leisch,Feb-98
759,ihaka,Feb-98
760,leisch,Feb-98
761,leisch,Feb-98
762,leisch,Feb-98
763,hornik,Feb-98
764,hornik,Feb-98
765,hornik,Feb-98
766,hornik,Feb-98
767,hornik,Feb-98
768,hornik,Feb-98
769,hornik,Feb-98
770,hornik,Feb-98
771,hornik,Feb-98
772,hornik,Feb-98
773,hornik,Feb-98
774,hornik,Feb-98
775,maechler,Feb-98
776,maechler,Feb-98
777,maechler,Feb-98
778,maechler,Feb-98
779,maechler,Feb-98
780,maechler,Feb-98
781,maechler,Feb-98
782,maechler,Feb-98
783,maechler,Feb-98
784,pd,Feb-98
785,pd,Feb-98
786,leisch,Feb-98
787,leisch,Feb-98
788,leisch,Feb-98
789,leisch,Feb-98
790,hornik,Feb-98
791,hornik,Feb-98
792,hornik,Feb-98
793,hornik,Feb-98
794,hornik,Feb-98
795,hornik,Feb-98
796,hornik,Feb-98
797,hornik,Feb-98
798,hornik,Feb-98
799,hornik,Feb-98
800,hornik,Feb-98
801,hornik,Feb-98
802,hornik,Feb-98
803,hornik,Feb-98
804,hornik,Feb-98
805,hornik,Feb-98
806,hornik,Feb-98
807,hornik,Feb-98
808,hornik,Feb-98
809,hornik,Feb-98
810,hornik,Feb-98
811,ihaka,Mar-98
812,ihaka,Mar-98
813,ihaka,Mar-98
814,hornik,Mar-98
815,hornik,Mar-98
816,maechler,Mar-98
817,maechler,Mar-98
818,maechler,Mar-98
819,maechler,Mar-98
820,maechler,Mar-98
821,pd,Mar-98
822,leisch,Mar-98
823,pd,Mar-98
824,pd,Mar-98
825,pd,Mar-98
826,maechler,Mar-98
827,maechler,Mar-98
828,maechler,Mar-98
829,maechler,Mar-98
830,maechler,Mar-98
831,maechler,Mar-98
832,maechler,Mar-98
833,maechler,Mar-98
834,maechler,Mar-98
835,maechler,Mar-98
836,maechler,Mar-98
837,maechler,Mar-98
838,maechler,Mar-98
839,maechler,Mar-98
840,maechler,Mar-98
841,maechler,Mar-98
842,maechler,Mar-98
843,maechler,Mar-98
844,maechler,Mar-98
845,hornik,Mar-98
846,hornik,Mar-98
847,leisch,Mar-98
848,maechler,Mar-98
849,maechler,Mar-98
850,maechler,Mar-98
851,maechler,Mar-98
852,hornik,Mar-98
853,hornik,Mar-98
854,hornik,Mar-98
855,hornik,Mar-98
856,hornik,Mar-98
857,hornik,Mar-98
858,hornik,Mar-98
859,hornik,Mar-98
860,hornik,Mar-98
861,hornik,Mar-98
862,hornik,Mar-98
863,hornik,Mar-98
864,hornik,Mar-98
865,hornik,Mar-98
866,hornik,Mar-98
867,hornik,Mar-98
868,pd,Mar-98
869,ihaka,Mar-98
870,ihaka,Mar-98
871,ihaka,Mar-98
872,ihaka,Mar-98
873,ihaka,Mar-98
874,ihaka,Mar-98
875,ihaka,Mar-98
876,ihaka,Mar-98
877,hornik,Mar-98
878,hornik,Mar-98
879,hornik,Mar-98
880,hornik,Mar-98
881,hornik,Mar-98
882,hornik,Mar-98
883,hornik,Mar-98
884,hornik,Mar-98
885,hornik,Mar-98
886,pd,Mar-98
887,pd,Mar-98
888,hornik,Mar-98
889,maechler,Mar-98
890,maechler,Mar-98
891,pd,Mar-98
892,(no author),Mar-98
893,pd,Mar-98
894,pd,Mar-98
895,pd,Mar-98
896,pd,Mar-98
897,pd,Mar-98
898,pd,Mar-98
899,(no author),Mar-98
900,hornik,Mar-98
901,hornik,Mar-98
902,hornik,Mar-98
903,hornik,Mar-98
904,hornik,Mar-98
905,hornik,Mar-98
906,bates,Mar-98
907,ihaka,Mar-98
908,bates,Mar-98
909,bates,Mar-98
910,bates,Mar-98
911,bates,Mar-98
912,bates,Mar-98
913,bates,Mar-98
914,ihaka,Mar-98
915,leisch,Mar-98
916,leisch,Mar-98
917,leisch,Mar-98
918,leisch,Mar-98
919,ihaka,Mar-98
920,ihaka,Mar-98
921,leisch,Mar-98
922,leisch,Mar-98
923,maechler,Mar-98
924,maechler,Mar-98
925,maechler,Mar-98
926,maechler,Mar-98
927,maechler,Mar-98
928,maechler,Mar-98
929,maechler,Mar-98
930,maechler,Mar-98
931,maechler,Mar-98
932,maechler,Mar-98
933,maechler,Mar-98
934,maechler,Mar-98
935,maechler,Mar-98
936,maechler,Mar-98
937,maechler,Mar-98
938,maechler,Mar-98
939,ihaka,Mar-98
940,ihaka,Mar-98
941,ihaka,Mar-98
942,ihaka,Mar-98
943,maechler,Mar-98
944,maechler,Mar-98
945,maechler,Mar-98
946,maechler,Mar-98
947,leisch,Mar-98
948,leisch,Mar-98
949,leisch,Mar-98
950,leisch,Mar-98
951,leisch,Mar-98
952,leisch,Mar-98
953,leisch,Mar-98
954,bates,Mar-98
955,hornik,Mar-98
956,hornik,Mar-98
957,hornik,Mar-98
958,hornik,Mar-98
959,hornik,Mar-98
960,hornik,Mar-98
961,hornik,Mar-98
962,hornik,Mar-98
963,hornik,Mar-98
964,hornik,Mar-98
965,hornik,Mar-98
966,hornik,Mar-98
967,ihaka,Mar-98
968,ihaka,Mar-98
969,ihaka,Mar-98
970,hornik,Mar-98
971,maechler,Mar-98
972,maechler,Mar-98
973,maechler,Mar-98
974,maechler,Mar-98
975,maechler,Mar-98
976,hornik,Mar-98
977,hornik,Mar-98
978,paul,Mar-98
979,ihaka,Mar-98
980,thomas,Mar-98
981,ihaka,Mar-98
982,hornik,Mar-98
983,hornik,Mar-98
984,hornik,Mar-98
985,hornik,Mar-98
986,maechler,Mar-98
987,maechler,Mar-98
988,maechler,Mar-98
989,maechler,Mar-98
990,maechler,Mar-98
991,maechler,Mar-98
992,maechler,Mar-98
993,maechler,Mar-98
994,maechler,Mar-98
995,ihaka,Mar-98
996,maechler,Mar-98
997,maechler,Mar-98
998,maechler,Mar-98
999,maechler,Mar-98
1000,maechler,Mar-98
1001,maechler,Mar-98
1002,maechler,Mar-98
1003,maechler,Mar-98
1004,maechler,Mar-98
1005,maechler,Mar-98
1006,maechler,Mar-98
1007,bates,Mar-98
1008,thomas,Apr-98
1009,bates,Apr-98
1010,ihaka,Apr-98
1011,ihaka,Apr-98
1012,leisch,Apr-98
1013,leisch,Apr-98
1014,maechler,Apr-98
1015,maechler,Apr-98
1016,maechler,Apr-98
1017,maechler,Apr-98
1018,maechler,Apr-98
1019,maechler,Apr-98
1020,maechler,Apr-98
1021,leisch,Apr-98
1022,leisch,Apr-98
1023,ihaka,Apr-98
1024,thomas,Apr-98
1025,ihaka,Apr-98
1026,ihaka,Apr-98
1027,ihaka,Apr-98
1028,maechler,Apr-98
1029,maechler,Apr-98
1030,maechler,Apr-98
1031,maechler,Apr-98
1032,maechler,Apr-98
1033,maechler,Apr-98
1034,maechler,Apr-98
1035,pd,Apr-98
1036,pd,Apr-98
1037,pd,Apr-98
1038,pd,Apr-98
1039,pd,Apr-98
1040,ihaka,Apr-98
1041,ihaka,Apr-98
1042,ihaka,Apr-98
1043,ihaka,Apr-98
1044,bates,Apr-98
1045,bates,Apr-98
1046,bates,Apr-98
1047,ihaka,Apr-98
1048,ihaka,Apr-98
1049,ihaka,Apr-98
1050,ihaka,Apr-98
1051,maechler,Apr-98
1052,maechler,Apr-98
1053,maechler,Apr-98
1054,maechler,Apr-98
1055,maechler,Apr-98
1056,maechler,Apr-98
1057,maechler,Apr-98
1058,maechler,Apr-98
1059,ihaka,Apr-98
1060,maechler,Apr-98
1061,maechler,Apr-98
1062,maechler,Apr-98
1063,maechler,Apr-98
1064,maechler,Apr-98
1065,maechler,Apr-98
1066,maechler,Apr-98
1067,maechler,Apr-98
1068,maechler,Apr-98
1069,maechler,Apr-98
1070,maechler,Apr-98
1071,pd,Apr-98
1072,hornik,Apr-98
1073,thomas,Apr-98
1074,pd,Apr-98
1075,pd,Apr-98
1076,pd,Apr-98
1077,pd,Apr-98
1078,bates,Apr-98
1079,pd,Apr-98
1080,maechler,Apr-98
1081,maechler,Apr-98
1082,maechler,Apr-98
1083,maechler,Apr-98
1084,maechler,Apr-98
1085,maechler,Apr-98
1086,maechler,Apr-98
1087,maechler,Apr-98
1088,maechler,Apr-98
1089,leisch,Apr-98
1090,pd,Apr-98
1091,thomas,Apr-98
1092,thomas,Apr-98
1093,hornik,Apr-98
1094,ihaka,Apr-98
1095,ihaka,Apr-98
1096,ihaka,Apr-98
1097,ihaka,Apr-98
1098,thomas,Apr-98
1099,thomas,Apr-98
1100,ihaka,Apr-98
1101,ihaka,Apr-98
1102,pd,Apr-98
1103,ihaka,Apr-98
1104,pd,Apr-98
1105,pd,Apr-98
1106,ihaka,Apr-98
1107,ihaka,Apr-98
1108,ihaka,Apr-98
1109,maechler,Apr-98
1110,maechler,Apr-98
1111,maechler,Apr-98
1112,maechler,Apr-98
1113,maechler,Apr-98
1114,maechler,Apr-98
1115,maechler,Apr-98
1116,maechler,Apr-98
1117,maechler,Apr-98
1118,maechler,Apr-98
1119,maechler,Apr-98
1120,maechler,Apr-98
1121,maechler,Apr-98
1122,maechler,Apr-98
1123,maechler,Apr-98
1124,maechler,Apr-98
1125,maechler,Apr-98
1126,maechler,Apr-98
1127,maechler,Apr-98
1128,maechler,Apr-98
1129,maechler,Apr-98
1130,maechler,Apr-98
1131,maechler,Apr-98
1132,maechler,Apr-98
1133,maechler,Apr-98
1134,maechler,Apr-98
1135,maechler,Apr-98
1136,maechler,Apr-98
1137,maechler,Apr-98
1138,thomas,Apr-98
1139,thomas,Apr-98
